CASE_ID,CHILD_DRIV,AGE,INCOME,HOUSE,VEHICLE,MARRIED,GENDER,DISTANCE,CAR_USE,MVR_PTS,CLAIM_IND,AREA
3955,0,32,21991,71750,5339,1,1,90,Private,4,1,Highly Rural/ Rural
3956,0,70,60456,189957,13029,1,0,62,Private,2,0,Highly Urban/ Urban
3957,0,48,72815,227548,14801,0,0,109,Commercial,2,0,Highly Rural/ Rural
3958,0,52,20599,67353,4395,0,0,90,Private,4,0,Highly Urban/ Urban
3959,0,57,25032,80607,5395,1,0,113,Private,6,0,Highly Rural/ Rural
3960,0,44,88004,267025,17736,1,1,71,Commercial,9,0,Highly Rural/ Rural
3961,0,49,79169,242302,16157,0,1,82,Private,2,0,Highly Rural/ Rural
3962,0,54,51102,159721,10688,1,1,97,Private,0,0,Highly Urban/ Urban
3963,0,47,34692,106686,7789,1,0,98,Commercial,7,1,Highly Urban/ Urban
3964,1,65,173051,519682,35096,1,1,50,Commercial,2,0,Highly Urban/ Urban
3965,0,56,25429,83671,5395,1,1,50,Commercial,4,1,Highly Urban/ Urban
3966,1,54,116520,352525,24005,0,0,62,Commercial,0,0,Highly Rural/ Rural
3967,0,60,53612,160873,11719,1,1,58,Private,0,0,Highly Urban/ Urban
3968,0,64,84195,261232,17621,0,1,55,Commercial,0,0,Highly Urban/ Urban
3969,0,65,24674,80968,4994,1,1,104,Commercial,3,1,Highly Urban/ Urban
3970,0,53,118592,358910,23850,1,1,68,Private,2,0,Highly Rural/ Rural
3971,0,36,28612,88220,6097,0,1,64,Private,0,1,Highly Urban/ Urban
3972,0,50,96485,291784,19591,1,1,64,Commercial,2,0,Highly Urban/ Urban
3973,0,59,123986,373953,24813,1,1,80,Commercial,2,0,Highly Urban/ Urban
3974,0,46,38763,124041,8118,1,1,63,Commercial,2,0,Highly Urban/ Urban
3975,0,48,65507,197697,13289,0,0,71,Commercial,0,1,Highly Urban/ Urban
3976,0,24,43247,137864,9333,0,0,80,Commercial,8,1,Highly Urban/ Urban
3977,0,36,75666,230595,15803,0,1,76,Commercial,12,1,Highly Urban/ Urban
3978,0,75,560,11249,760,0,1,80,Private,4,0,Highly Urban/ Urban
3979,0,35,75662,236956,15591,1,0,50,Private,4,0,Highly Urban/ Urban
3980,0,39,23640,71306,4880,1,1,73,Private,2,0,Highly Urban/ Urban
3981,0,50,129782,398058,26731,0,1,86,Private,2,0,Highly Urban/ Urban
3982,0,33,56288,169327,12008,0,1,77,Commercial,4,1,Highly Urban/ Urban
3983,0,79,25234,75966,5307,1,0,87,Private,1,0,Highly Rural/ Rural
3984,0,59,72053,219565,14410,1,1,80,Commercial,2,0,Highly Rural/ Rural
3985,0,59,229120,697126,46444,0,0,66,Private,6,0,Highly Urban/ Urban
3986,0,88,179107,546961,36208,0,1,84,Private,2,0,Highly Urban/ Urban
3987,0,64,35655,116285,7941,1,1,85,Private,2,0,Highly Urban/ Urban
3988,0,48,85810,259847,17534,1,0,76,Commercial,4,0,Highly Urban/ Urban
3989,0,57,73363,225032,15629,0,1,59,Private,4,0,Highly Urban/ Urban
3990,0,65,93382,282745,19184,1,1,85,Commercial,4,0,Highly Rural/ Rural
3991,0,27,42306,134961,8709,0,1,86,Commercial,0,1,Highly Urban/ Urban
3992,0,75,81546,252349,17128,0,0,64,Private,8,0,Highly Urban/ Urban
3993,0,61,23824,79497,5689,1,1,69,Private,7,1,Highly Urban/ Urban
3994,0,82,57039,175117,11871,1,1,77,Private,0,0,Highly Urban/ Urban
3995,0,26,113192,342492,23090,1,1,102,Private,2,0,Highly Rural/ Rural
3996,0,40,16511,56330,3513,1,1,108,Commercial,2,0,Highly Urban/ Urban
3997,0,44,45241,137217,9051,1,1,66,Commercial,3,0,Highly Urban/ Urban
3998,0,60,30823,96305,6586,1,1,80,Private,0,0,Highly Rural/ Rural
3999,0,57,57442,175067,12353,1,1,76,Commercial,9,0,Highly Urban/ Urban
4000,0,59,70751,213846,14882,1,1,75,Private,0,0,Highly Urban/ Urban
4001,0,54,42512,133056,9291,1,1,101,Commercial,4,0,Highly Urban/ Urban
4002,0,64,108969,334483,22638,1,1,101,Private,3,0,Highly Urban/ Urban
4003,0,56,108224,326410,22309,0,1,101,Commercial,6,0,Highly Urban/ Urban
4004,0,47,16811,56338,4080,0,1,64,Private,1,0,Highly Rural/ Rural
4005,0,44,48444,153613,9817,0,1,87,Commercial,1,0,Highly Rural/ Rural
4006,0,76,560,10609,749,1,0,90,Private,0,0,Highly Urban/ Urban
4007,0,79,54999,167544,11086,1,1,63,Commercial,2,0,Highly Urban/ Urban
4008,0,49,68448,206711,14515,1,1,97,Private,2,0,Highly Urban/ Urban
4009,0,43,28481,90424,6646,1,0,74,Private,4,1,Highly Urban/ Urban
4010,0,74,72472,224941,15186,0,0,72,Private,4,0,Highly Urban/ Urban
4011,0,59,59651,179228,12490,1,1,92,Private,0,0,Highly Urban/ Urban
4012,2,38,28852,94222,6767,0,0,92,Private,2,0,Highly Urban/ Urban
4013,2,53,64170,201325,13788,0,1,55,Private,5,1,Highly Urban/ Urban
4014,0,85,71192,213632,15133,1,1,101,Private,4,0,Highly Rural/ Rural
4015,0,34,105380,321072,21729,0,0,64,Private,5,0,Highly Urban/ Urban
4016,0,62,71800,220222,14413,0,1,71,Private,7,1,Highly Urban/ Urban
4017,0,64,69173,212283,14587,1,0,96,Private,0,0,Highly Rural/ Rural
4018,0,71,214852,648914,43166,1,0,79,Private,0,0,Highly Urban/ Urban
4019,0,62,146679,444913,29596,0,0,66,Commercial,0,0,Highly Urban/ Urban
4020,0,75,34993,114639,7725,0,1,88,Commercial,11,1,Highly Urban/ Urban
4021,0,53,35274,106094,7548,0,0,70,Commercial,1,0,Highly Urban/ Urban
4022,0,64,960,12435,988,0,0,62,Private,0,0,Highly Urban/ Urban
4023,0,52,51553,156990,11027,1,0,133,Private,7,0,Highly Urban/ Urban
4024,0,38,560,4546,360,1,0,81,Private,4,1,Highly Urban/ Urban
4025,0,37,3212,16615,1065,1,0,62,Private,3,0,Highly Rural/ Rural
4026,0,31,85808,265133,18013,0,1,63,Private,5,0,Highly Urban/ Urban
4027,0,54,92745,287184,19403,1,0,80,Private,0,0,Highly Rural/ Rural
4028,0,40,8039,29779,2157,1,0,71,Commercial,2,0,Highly Rural/ Rural
4029,0,92,58063,177229,11988,0,0,62,Commercial,4,0,Highly Rural/ Rural
4030,0,44,41407,126322,8709,1,1,74,Private,3,0,Highly Urban/ Urban
4031,0,60,124559,374661,25577,0,1,92,Private,2,0,Highly Urban/ Urban
4032,0,59,560,4250,580,1,1,112,Private,6,0,Highly Urban/ Urban
4033,0,40,52080,157582,10687,0,1,81,Commercial,4,1,Highly Urban/ Urban
4034,0,75,960,7931,827,1,0,70,Private,0,0,Highly Rural/ Rural
4035,0,55,35313,106806,7309,1,1,77,Private,2,1,Highly Urban/ Urban
4036,1,41,14725,49259,2957,1,0,73,Private,0,1,Highly Urban/ Urban
4037,0,71,52366,164747,11159,0,1,97,Commercial,0,0,Highly Rural/ Rural
4038,0,33,78184,237918,15931,0,0,60,Commercial,1,0,Highly Urban/ Urban
4039,0,70,39827,128737,8816,0,1,75,Commercial,7,0,Highly Urban/ Urban
4040,0,59,51673,161683,11049,0,1,113,Commercial,4,1,Highly Urban/ Urban
4041,1,52,23115,73881,5603,1,1,75,Private,5,0,Highly Urban/ Urban
4042,0,52,136083,410273,27344,1,1,63,Commercial,4,0,Highly Urban/ Urban
4043,0,75,42683,133888,9429,1,1,87,Private,1,0,Highly Urban/ Urban
4044,0,70,37711,122374,8532,0,0,81,Private,5,0,Highly Rural/ Rural
4045,0,82,48910,147156,10517,1,0,84,Private,4,0,Highly Urban/ Urban
4046,0,62,68776,213527,14289,1,1,75,Commercial,2,1,Highly Urban/ Urban
4047,0,41,57843,179463,11866,1,0,82,Commercial,3,0,Highly Rural/ Rural
4048,0,56,22044,66176,4899,0,1,80,Private,4,0,Highly Urban/ Urban
4049,0,40,31029,93705,6562,1,0,86,Private,3,1,Highly Urban/ Urban
4050,2,52,50939,159770,10353,1,1,76,Commercial,3,0,Highly Rural/ Rural
4051,0,33,73601,227148,14780,1,1,60,Private,5,0,Highly Urban/ Urban
4052,0,55,54516,164926,10919,1,1,108,Commercial,2,0,Highly Urban/ Urban
4053,0,57,41440,132794,8834,1,1,116,Commercial,0,1,Highly Urban/ Urban
4054,0,43,71422,217897,15024,1,1,93,Private,4,1,Highly Urban/ Urban
4055,0,67,178740,539885,36569,1,1,76,Commercial,1,0,Highly Urban/ Urban
4056,0,67,30395,98398,6191,0,0,82,Private,3,0,Highly Rural/ Rural
4057,0,38,560,2295,665,1,1,69,Commercial,8,1,Highly Urban/ Urban
4058,0,51,37912,118521,7782,0,1,65,Private,1,0,Highly Rural/ Rural
4059,0,47,1360,8282,638,1,0,120,Private,2,0,Highly Rural/ Rural
4060,0,49,11436,40807,3074,1,0,74,Private,2,0,Highly Urban/ Urban
4061,0,43,80459,245292,16928,0,0,70,Private,0,1,Highly Urban/ Urban
4062,0,42,49395,153132,10639,0,1,80,Commercial,3,0,Highly Urban/ Urban
4063,0,55,1360,8893,900,1,0,84,Private,3,0,Highly Urban/ Urban
4064,0,94,71178,216394,14497,1,0,134,Private,0,1,Highly Urban/ Urban
4065,0,42,59211,179871,12211,0,1,102,Commercial,2,1,Highly Urban/ Urban
4066,0,51,87837,271784,18372,0,0,59,Commercial,4,0,Highly Urban/ Urban
4067,0,38,1760,14723,1082,1,0,96,Private,2,1,Highly Rural/ Rural
4068,0,37,560,11478,134,1,1,90,Commercial,4,0,Highly Urban/ Urban
4069,1,68,91365,283453,18629,0,1,77,Commercial,3,0,Highly Rural/ Rural
4070,0,41,19711,66399,4689,1,0,75,Commercial,2,0,Highly Urban/ Urban
4071,0,46,115308,355256,23689,1,0,79,Commercial,0,0,Highly Urban/ Urban
4072,0,54,113825,346812,23764,0,1,81,Commercial,0,1,Highly Urban/ Urban
4073,0,65,560,9344,797,1,0,51,Private,1,1,Highly Urban/ Urban
4074,0,47,82174,248263,17320,0,1,77,Private,7,0,Highly Urban/ Urban
4075,0,62,69380,212365,14100,1,0,61,Commercial,2,0,Highly Rural/ Rural
4076,0,28,120291,365826,24579,1,1,75,Commercial,4,0,Highly Urban/ Urban
4077,0,44,34728,112216,7245,1,1,64,Commercial,3,0,Highly Urban/ Urban
4078,0,39,86881,264132,17488,1,0,86,Private,8,0,Highly Urban/ Urban
4079,0,30,31471,96579,7016,0,1,93,Private,11,1,Highly Urban/ Urban
4080,0,51,30714,96582,6361,0,0,57,Private,0,0,Highly Urban/ Urban
4081,0,69,47150,151424,10064,1,0,60,Commercial,4,0,Highly Rural/ Rural
4082,0,59,70371,219921,14507,0,0,79,Commercial,1,0,Highly Urban/ Urban
4083,0,51,55767,169559,11287,1,0,88,Commercial,4,1,Highly Urban/ Urban
4084,1,70,29393,89623,6612,1,1,81,Private,5,0,Highly Rural/ Rural
4085,1,50,50832,152773,10628,1,1,77,Commercial,7,0,Highly Rural/ Rural
4086,3,55,20319,68807,4362,0,1,75,Private,6,1,Highly Urban/ Urban
4087,0,42,29467,94769,5963,0,0,103,Private,3,1,Highly Urban/ Urban
4088,2,46,64317,202254,13861,1,1,71,Commercial,10,0,Highly Rural/ Rural
4089,0,72,102890,315695,20877,1,0,67,Private,7,0,Highly Urban/ Urban
4090,0,55,67423,206555,13602,0,1,78,Commercial,5,0,Highly Urban/ Urban
4091,0,32,5124,23853,1561,0,0,76,Commercial,4,1,Highly Urban/ Urban
4092,0,60,51391,159213,10510,1,1,84,Commercial,2,0,Highly Rural/ Rural
4093,1,51,69460,209504,14774,0,1,92,Private,4,1,Highly Urban/ Urban
4094,0,55,32708,102924,6752,1,0,64,Private,4,0,Highly Urban/ Urban
4095,0,73,44633,141353,9213,0,0,84,Commercial,1,1,Highly Urban/ Urban
4096,0,63,13183,44895,2727,1,1,75,Private,2,0,Highly Urban/ Urban
4097,0,52,46459,140320,9953,0,1,73,Private,4,0,Highly Urban/ Urban
4098,0,56,49921,152844,10333,1,0,69,Private,5,0,Highly Urban/ Urban
4099,0,38,40837,128706,8842,0,1,91,Commercial,6,1,Highly Urban/ Urban
4100,0,53,92666,281876,19043,0,0,91,Private,3,0,Highly Urban/ Urban
4101,0,29,128107,384580,25666,1,0,54,Private,9,0,Highly Urban/ Urban
4102,0,40,13200,45681,2957,0,0,66,Private,0,1,Highly Urban/ Urban
4103,0,47,26054,87948,5277,0,0,63,Commercial,9,0,Highly Urban/ Urban
4104,1,57,36785,118052,8029,1,1,79,Commercial,5,0,Highly Rural/ Rural
4105,0,43,24630,74856,5026,0,1,55,Private,7,0,Highly Urban/ Urban
4106,0,52,32886,98967,6879,1,0,72,Private,0,0,Highly Rural/ Rural
4107,0,47,31916,104564,6978,1,1,56,Commercial,3,1,Highly Urban/ Urban
4108,0,53,12166,42008,3355,0,0,50,Private,2,0,Highly Rural/ Rural
4109,1,35,33434,106369,7090,1,1,104,Private,2,1,Highly Rural/ Rural
4110,0,77,54554,170905,11880,1,0,83,Private,2,0,Highly Urban/ Urban
4111,0,51,56911,177914,11969,1,1,50,Commercial,4,0,Highly Urban/ Urban
4112,0,73,52081,163160,10793,1,1,80,Commercial,0,0,Highly Urban/ Urban
4113,0,44,43095,137947,8947,1,1,67,Private,0,0,Highly Rural/ Rural
4114,0,51,49190,152511,10369,0,1,90,Commercial,2,0,Highly Urban/ Urban
4115,0,55,51561,159180,10970,1,1,69,Commercial,8,0,Highly Urban/ Urban
4116,0,49,80972,247179,16941,1,1,72,Private,5,0,Highly Urban/ Urban
4117,0,46,19007,63713,4482,1,1,50,Commercial,3,1,Highly Urban/ Urban
4118,2,55,17881,61644,4196,1,0,69,Private,3,0,Highly Urban/ Urban
4119,0,69,34869,110391,7738,1,0,67,Private,3,0,Highly Urban/ Urban
4120,0,44,193288,581454,39177,1,1,55,Private,0,0,Highly Urban/ Urban
4121,0,56,72943,219195,14886,1,1,76,Private,4,1,Highly Urban/ Urban
4122,0,42,95426,289835,19974,1,0,95,Commercial,5,0,Highly Urban/ Urban
4123,0,65,24555,78562,5698,1,0,79,Private,3,0,Highly Rural/ Rural
4124,0,50,88097,265312,17956,1,1,51,Commercial,2,0,Highly Urban/ Urban
4125,1,72,43292,134494,8866,1,0,69,Private,2,0,Highly Rural/ Rural
4126,0,37,31303,102843,6744,0,1,89,Private,2,0,Highly Urban/ Urban
4127,0,67,60205,187894,12488,1,0,85,Private,2,0,Highly Urban/ Urban
4128,0,66,137083,414328,27925,1,1,50,Private,7,0,Highly Urban/ Urban
4129,0,63,94051,288684,19788,0,1,60,Private,2,0,Highly Urban/ Urban
4130,0,57,41343,129721,8712,1,0,89,Commercial,2,0,Highly Urban/ Urban
4131,0,56,92788,287523,18841,1,1,95,Private,4,0,Highly Urban/ Urban
4132,1,57,72195,226555,14587,0,1,57,Private,2,1,Highly Urban/ Urban
4133,0,55,143905,441400,29264,1,0,73,Private,0,0,Highly Rural/ Rural
4134,0,33,21504,68880,4827,0,1,78,Private,9,0,Highly Urban/ Urban
4135,1,56,18681,65958,4453,1,1,51,Commercial,0,0,Highly Urban/ Urban
4136,0,38,1485,12283,999,1,0,94,Private,2,0,Highly Rural/ Rural
4137,0,57,91724,275365,18392,1,1,91,Private,1,0,Highly Urban/ Urban
4138,0,38,18222,55056,4518,1,1,92,Private,4,0,Highly Urban/ Urban
4139,1,53,52361,162979,11110,0,1,60,Commercial,2,0,Highly Rural/ Rural
4140,0,61,59126,182993,11863,1,1,93,Commercial,2,0,Highly Urban/ Urban
4141,0,47,126534,381862,25991,1,1,83,Private,2,0,Highly Rural/ Rural
4142,0,57,71255,213820,14415,1,1,67,Private,4,0,Highly Urban/ Urban
4143,0,30,24387,73713,4940,1,0,95,Private,1,1,Highly Urban/ Urban
4144,0,52,42495,127908,8933,0,1,84,Private,2,0,Highly Urban/ Urban
4145,0,68,17877,60893,4185,1,0,68,Private,0,0,Highly Urban/ Urban
4146,1,53,48867,154607,9917,0,0,85,Private,10,1,Highly Urban/ Urban
4147,0,61,96463,294579,19454,1,0,75,Commercial,10,1,Highly Urban/ Urban
4148,0,72,44308,136694,9374,1,1,66,Private,3,0,Highly Urban/ Urban
4149,0,59,50420,159735,10337,1,0,71,Private,6,0,Highly Rural/ Rural
4150,0,35,63931,200038,13211,0,1,81,Commercial,10,1,Highly Urban/ Urban
4151,0,27,960,3817,513,1,1,74,Commercial,10,1,Highly Urban/ Urban
4152,1,27,29025,92764,6385,0,1,78,Private,0,1,Highly Urban/ Urban
4153,0,62,85781,266305,17904,1,0,82,Commercial,0,0,Highly Rural/ Rural
4154,0,42,17280,54435,4268,1,1,97,Commercial,7,1,Highly Urban/ Urban
4155,0,66,240758,729702,49111,1,0,91,Private,2,0,Highly Urban/ Urban
4156,0,63,115884,355345,23298,1,1,96,Commercial,2,0,Highly Rural/ Rural
4157,3,44,51725,157851,11077,1,1,90,Private,4,1,Highly Urban/ Urban
4158,0,61,62253,193254,12714,1,1,71,Commercial,2,0,Highly Rural/ Rural
4159,0,65,103977,321242,20973,1,1,64,Commercial,0,0,Highly Urban/ Urban
4160,0,76,61642,193875,12499,1,0,93,Private,4,0,Highly Urban/ Urban
4161,0,61,10004,35481,2433,0,1,78,Commercial,4,1,Highly Urban/ Urban
4162,0,25,560,5034,371,1,0,57,Private,2,1,Highly Urban/ Urban
4163,0,55,119100,360454,24589,0,1,88,Commercial,2,0,Highly Urban/ Urban
4164,0,74,46245,146533,10188,1,1,70,Private,0,0,Highly Urban/ Urban
4165,1,78,98230,303065,20530,1,1,79,Commercial,4,1,Highly Urban/ Urban
4166,0,58,1360,4951,414,0,1,135,Private,4,0,Highly Rural/ Rural
4167,0,29,36147,114772,7617,0,1,55,Commercial,2,0,Highly Rural/ Rural
4168,0,52,34215,112558,7446,1,1,106,Private,7,0,Highly Rural/ Rural
4169,0,59,14997,52830,3791,1,0,95,Private,3,1,Highly Urban/ Urban
4170,0,62,70154,212732,14972,1,1,75,Private,0,0,Highly Rural/ Rural
4171,0,38,70795,220730,14909,1,0,101,Private,0,0,Highly Rural/ Rural
4172,0,60,167319,509126,34165,1,0,86,Private,0,0,Highly Urban/ Urban
4173,1,64,13466,41820,2792,0,0,89,Commercial,6,1,Highly Urban/ Urban
4174,0,19,560,6704,648,1,0,78,Private,8,0,Highly Rural/ Rural
4175,0,57,61096,188578,12597,0,1,78,Private,0,0,Highly Urban/ Urban
4176,0,30,45640,139759,9605,1,1,90,Private,2,0,Highly Urban/ Urban
4177,0,52,21841,68799,4487,0,1,62,Private,3,0,Highly Rural/ Rural
4178,0,57,42446,128868,9200,1,1,83,Private,0,0,Highly Urban/ Urban
4179,0,48,31728,103772,6446,1,0,103,Commercial,3,1,Highly Urban/ Urban
4180,0,39,15838,49167,3243,1,1,89,Private,2,0,Highly Urban/ Urban
4181,0,68,64496,194679,13380,0,0,93,Private,6,0,Highly Urban/ Urban
4182,0,58,7465,24124,2202,0,1,66,Private,0,0,Highly Urban/ Urban
4183,0,46,102182,307794,20845,0,0,62,Commercial,9,1,Highly Urban/ Urban
4184,0,42,26985,87706,5987,1,1,95,Commercial,8,1,Highly Urban/ Urban
4185,0,64,122465,377090,25401,1,1,72,Private,2,0,Highly Urban/ Urban
4186,0,45,40949,122892,8192,1,1,86,Commercial,2,1,Highly Urban/ Urban
4187,0,40,71185,222946,14328,0,0,85,Private,0,0,Highly Rural/ Rural
4188,0,60,96852,293627,19958,1,0,66,Private,1,0,Highly Urban/ Urban
4189,0,49,24836,80275,5561,1,1,73,Private,6,0,Highly Urban/ Urban
4190,0,40,46252,146665,9346,1,1,53,Private,11,0,Highly Urban/ Urban
4191,0,52,33384,110016,7208,1,1,82,Private,2,0,Highly Urban/ Urban
4192,0,55,60665,190200,12993,0,0,61,Private,2,0,Highly Urban/ Urban
4193,0,74,48422,149965,10552,0,0,101,Private,2,0,Highly Urban/ Urban
4194,0,54,104791,320331,21877,0,0,98,Private,0,0,Highly Urban/ Urban
4195,0,34,62262,191168,13263,1,0,97,Commercial,6,0,Highly Urban/ Urban
4196,0,58,81177,244921,16261,1,1,71,Commercial,6,1,Highly Rural/ Rural
4197,0,59,109561,334024,22871,1,1,68,Commercial,4,1,Highly Urban/ Urban
4198,0,33,43952,138693,9690,1,1,103,Private,6,0,Highly Rural/ Rural
4199,0,60,140340,427225,28441,1,1,98,Private,3,0,Highly Urban/ Urban
4200,0,62,70603,217442,14812,0,1,78,Commercial,0,0,Highly Urban/ Urban
4201,2,35,16174,58376,3866,1,1,83,Private,6,0,Highly Urban/ Urban
4202,0,27,960,10931,455,0,0,97,Commercial,0,1,Highly Urban/ Urban
4203,0,72,11903,41871,2406,1,1,82,Commercial,2,0,Highly Rural/ Rural
4204,0,46,103429,317552,20917,1,0,72,Private,2,0,Highly Urban/ Urban
4205,0,43,78290,237545,16046,1,0,56,Private,2,0,Highly Urban/ Urban
4206,0,66,143481,439616,29098,1,0,81,Private,0,0,Highly Urban/ Urban
4207,0,55,60250,183682,12465,1,1,104,Commercial,4,0,Highly Urban/ Urban
4208,0,50,7353,22588,2439,0,0,95,Private,9,1,Highly Urban/ Urban
4209,1,68,150413,452229,30299,1,1,69,Private,3,1,Highly Urban/ Urban
4210,0,45,40245,126633,8593,0,0,71,Private,9,1,Highly Urban/ Urban
4211,0,47,5629,24603,1182,0,0,82,Private,8,0,Highly Urban/ Urban
4212,0,58,38034,123639,7942,1,0,93,Private,1,0,Highly Urban/ Urban
4213,0,86,36256,114428,7925,1,0,66,Private,6,0,Highly Urban/ Urban
4214,0,31,56907,171817,12226,1,1,75,Commercial,2,1,Highly Urban/ Urban
4215,0,71,73571,221822,14948,0,1,89,Private,2,0,Highly Urban/ Urban
4216,0,65,26112,79723,6066,0,0,96,Private,3,0,Highly Urban/ Urban
4217,0,79,26442,86256,5533,1,0,53,Private,0,0,Highly Urban/ Urban
4218,0,58,63028,189821,13270,0,1,90,Private,0,0,Highly Urban/ Urban
4219,0,70,5079,20495,1345,0,1,66,Private,3,0,Highly Urban/ Urban
4220,0,61,19572,64450,4715,1,0,114,Private,0,0,Highly Rural/ Rural
4221,0,64,131122,398560,26542,0,0,62,Commercial,3,0,Highly Rural/ Rural
4222,0,47,107682,328423,21624,0,1,79,Commercial,4,1,Highly Urban/ Urban
4223,0,47,67085,211068,13892,1,1,79,Commercial,1,1,Highly Urban/ Urban
4224,0,55,27557,91767,5788,1,1,73,Commercial,1,0,Highly Urban/ Urban
4225,0,55,74534,231540,15637,1,1,88,Private,3,0,Highly Urban/ Urban
4226,0,43,68568,206148,13837,0,1,77,Private,5,1,Highly Urban/ Urban
4227,0,55,145702,440587,30010,0,0,59,Private,4,0,Highly Urban/ Urban
4228,0,44,112743,346077,22645,0,1,67,Private,0,0,Highly Urban/ Urban
4229,0,47,79618,241163,16238,0,0,114,Private,1,0,Highly Rural/ Rural
4230,0,68,59777,180097,12332,1,1,58,Private,3,0,Highly Urban/ Urban
4231,0,54,18577,64387,4136,1,1,107,Commercial,0,0,Highly Urban/ Urban
4232,0,58,960,8038,386,1,0,93,Private,2,0,Highly Rural/ Rural
4233,0,59,30166,92261,6925,1,0,69,Private,0,1,Highly Urban/ Urban
4234,0,47,70868,216901,14282,0,0,50,Private,2,0,Highly Urban/ Urban
4235,0,53,113779,346531,23714,0,1,78,Private,3,0,Highly Urban/ Urban
4236,0,29,57022,179220,12344,0,1,93,Commercial,3,0,Highly Rural/ Rural
4237,0,62,70801,214972,14951,1,1,97,Private,2,0,Highly Urban/ Urban
4238,0,50,104915,316990,21670,0,0,83,Private,3,0,Highly Urban/ Urban
4239,0,77,84881,261989,17033,1,1,82,Commercial,8,1,Highly Urban/ Urban
4240,0,60,74915,228152,15500,1,0,92,Commercial,2,0,Highly Rural/ Rural
4241,0,45,71741,218807,14890,1,0,69,Private,0,0,Highly Urban/ Urban
4242,0,54,1360,12256,553,1,1,97,Commercial,5,0,Highly Rural/ Rural
4243,0,57,64387,199861,13870,0,1,82,Commercial,3,0,Highly Urban/ Urban
4244,0,35,960,11117,612,0,0,63,Private,2,0,Highly Urban/ Urban
4245,0,75,39172,122545,7909,1,1,71,Private,2,0,Highly Urban/ Urban
4246,0,35,960,10368,386,0,0,110,Private,2,0,Highly Rural/ Rural
4247,0,61,63854,197263,13084,1,1,59,Private,4,0,Highly Rural/ Rural
4248,0,67,26913,84018,5681,1,1,80,Private,2,0,Highly Urban/ Urban
4249,0,63,59830,180090,12912,1,1,61,Private,3,0,Highly Rural/ Rural
4250,0,52,960,7972,659,0,0,76,Private,6,0,Highly Urban/ Urban
4251,0,48,74607,230468,15245,0,0,102,Commercial,1,0,Highly Urban/ Urban
4252,0,65,135029,408886,27372,0,0,78,Private,2,0,Highly Urban/ Urban
4253,0,71,54988,171317,11843,1,0,73,Private,3,1,Highly Urban/ Urban
4254,0,65,44729,138362,9470,0,0,65,Private,0,0,Highly Urban/ Urban
4255,1,56,112616,340271,23140,0,0,100,Private,7,1,Highly Urban/ Urban
4256,0,50,116039,357189,23725,1,1,100,Private,2,0,Highly Urban/ Urban
4257,0,84,60367,186938,12484,1,1,70,Private,3,0,Highly Urban/ Urban
4258,0,47,40765,130338,8440,0,0,78,Private,6,0,Highly Rural/ Rural
4259,0,47,125393,381656,25375,1,1,85,Private,2,0,Highly Urban/ Urban
4260,0,47,8492,33543,2160,0,1,63,Commercial,4,0,Highly Urban/ Urban
4261,0,68,7110,21773,2180,1,1,84,Private,4,0,Highly Rural/ Rural
4262,0,64,44335,133118,9097,1,1,77,Commercial,2,0,Highly Rural/ Rural
4263,0,50,560,2889,287,1,0,81,Private,2,0,Highly Urban/ Urban
4264,0,54,38403,118388,8249,1,1,90,Private,4,0,Highly Rural/ Rural
4265,0,54,1360,5782,1032,1,0,50,Private,2,0,Highly Urban/ Urban
4266,0,59,32570,107274,6951,1,1,91,Commercial,2,0,Highly Rural/ Rural
4267,0,29,35618,106862,7153,1,0,70,Commercial,3,1,Highly Urban/ Urban
4268,1,51,74207,229401,15416,0,0,57,Private,2,0,Highly Urban/ Urban
4269,0,63,94414,283865,18931,1,1,58,Commercial,3,0,Highly Urban/ Urban
4270,0,56,157853,476013,31735,1,1,64,Commercial,6,0,Highly Rural/ Rural
4271,0,68,66306,200272,13579,0,1,85,Private,6,0,Highly Urban/ Urban
4272,0,18,10721,41697,2934,1,0,111,Private,12,1,Highly Urban/ Urban
4273,0,68,85984,265261,18056,0,1,91,Commercial,0,0,Highly Urban/ Urban
4274,0,63,131158,401806,26703,1,0,64,Commercial,2,0,Highly Urban/ Urban
4275,0,65,46529,143878,10022,1,1,50,Private,7,0,Highly Urban/ Urban
4276,0,21,60717,186401,12445,1,1,50,Commercial,6,0,Highly Urban/ Urban
4277,0,45,101211,306375,20822,1,1,92,Private,2,0,Highly Urban/ Urban
4278,1,41,47537,143465,9664,1,1,73,Commercial,2,0,Highly Urban/ Urban
4279,0,55,32130,97327,6847,0,1,69,Commercial,0,0,Highly Rural/ Rural
4280,0,55,106975,326279,21777,1,0,59,Private,5,0,Highly Urban/ Urban
4281,0,60,29028,88127,5989,0,1,64,Private,2,0,Highly Rural/ Rural
4282,0,60,28341,86010,6128,0,0,91,Private,0,0,Highly Rural/ Rural
4283,0,53,154738,464877,31613,0,0,79,Private,5,0,Highly Urban/ Urban
4284,0,53,95022,290891,19834,0,1,60,Private,4,0,Highly Urban/ Urban
4285,0,42,95483,296243,19342,1,0,91,Private,0,0,Highly Urban/ Urban
4286,0,71,52951,161351,11501,0,0,91,Private,5,0,Highly Urban/ Urban
4287,0,70,560,6692,548,0,0,50,Private,8,1,Highly Urban/ Urban
4288,0,60,35387,108804,7810,0,0,83,Private,2,0,Highly Rural/ Rural
